id_nodo,gas,temperatura,distancia,tiempo,tipo
0,352,121,9,2023-02-07 18:01:34Z,roja
1,26,191,28,2023-02-08 09:11:52Z,roja
6,298,51,8,2023-03-18 09:25:16Z,amarilla
2,161,25,10,2023-03-22 10:54:24Z,verde
0,120,245,48,2023-01-08 16:29:12Z,roja
7,112,71,1,2023-01-19 03:35:09Z,amarilla
1,447,239,13,2023-01-13 16:42:56Z,roja
2,214,222,10,2023-03-21 08:42:46Z,roja
4,12,143,48,2023-03-20 07:46:48Z,roja
9,110,213,6,2023-04-04 13:45:29Z,roja
8,228,71,29,2023-04-22 11:13:25Z,amarilla
3,75,212,16,2023-01-16 01:23:10Z,roja
8,378,176,43,2023-03-05 13:07:00Z,roja
7,82,161,35,2023-01-10 09:17:35Z,roja
6,350,130,8,2023-02-24 11:41:05Z,roja
8,185,165,22,2023-01-10 21:37:18Z,roja
0,321,146,14,2023-02-19 22:00:52Z,roja
9,225,142,17,2023-02-12 03:38:17Z,roja
1,334,110,36,2023-03-15 07:20:57Z,roja
3,241,98,40,2023-01-20 01:42:05Z,amarilla
3,83,43,48,2023-03-27 13:29:39Z,verde
8,381,156,46,2023-03-22 08:40:32Z,roja
3,187,92,1,2023-03-07 22:34:34Z,amarilla
4,304,144,29,2023-03-19 13:43:27Z,roja
3,225,182,18,2023-01-29 08:19:24Z,roja
8,11,69,16,2023-03-23 01:30:04Z,amarilla
6,218,236,39,2023-01-11 16:04:47Z,roja
4,483,197,25,2023-01-23 17:11:15Z,roja
2,414,57,12,2023-02-09 21:40:56Z,amarilla
8,406,110,12,2023-02-23 07:35:20Z,roja
8,64,32,40,2023-01-22 20:45:52Z,verde
0,278,193,15,2023-04-10 09:08:07Z,roja
6,208,140,34,2023-04-22 07:52:38Z,roja
9,14,162,0,2023-03-04 17:47:10Z,roja
7,21,29,25,2023-01-17 10:11:11Z,verde
7,434,27,19,2023-02-27 21:27:00Z,verde
6,368,107,45,2023-04-10 20:23:19Z,roja
6,158,139,19,2023-02-20 04:24:27Z,roja
6,104,205,3,2023-01-16 06:50:42Z,roja
2,29,211,32,2023-01-27 14:18:47Z,roja
8,269,42,47,2023-01-12 11:16:34Z,verde
5,164,173,17,2023-04-02 17:07:27Z,roja
7,32,230,41,2023-04-02 22:45:09Z,roja
7,136,79,13,2023-01-23 04:20:25Z,amarilla
1,201,123,32,2023-04-13 20:32:39Z,roja
6,253,181,15,2023-02-01 17:19:48Z,roja
1,30,25,34,2023-03-01 13:56:07Z,verde
3,177,195,2,2023-01-16 02:53:36Z,roja
3,79,95,9,2023-04-15 21:35:05Z,amarilla
2,283,189,12,2023-01-21 08:57:42Z,roja
9,187,188,31,2023-01-25 14:13:54Z,roja
5,253,74,33,2023-02-06 16:01:31Z,amarilla
7,179,73,14,2023-04-16 21:31:38Z,amarilla
0,347,78,21,2023-01-30 16:57:51Z,amarilla
9,71,240,40,2023-03-02 01:15:41Z,roja
2,69,224,27,2023-04-19 16:17:23Z,roja
5,498,84,5,2023-04-13 10:17:32Z,amarilla
1,199,46,8,2023-01-10 09:26:22Z,verde
2,30,56,43,2023-03-25 18:14:33Z,amarilla
3,146,116,8,2023-02-18 04:47:23Z,roja
4,26,56,19,2023-03-31 15:51:55Z,amarilla
3,274,196,39,2023-04-29 17:28:18Z,roja
9,151,228,23,2023-04-18 00:14:33Z,roja
0,287,183,12,2023-02-06 01:33:41Z,roja
0,372,187,13,2023-03-15 04:02:54Z,roja
2,194,122,21,2023-02-03 17:49:40Z,roja
5,326,118,42,2023-03-30 10:24:43Z,roja
6,63,112,15,2023-03-18 09:02:30Z,roja
1,182,89,10,2023-04-14 18:48:50Z,amarilla
4,478,156,14,2023-04-01 10:34:29Z,roja
7,328,68,28,2023-04-25 02:25:38Z,amarilla
5,461,68,14,2023-03-05 13:37:54Z,amarilla
0,338,56,47,2023-02-12 15:33:54Z,amarilla
9,102,73,47,2023-02-06 18:41:25Z,amarilla
2,276,80,12,2023-02-25 21:58:51Z,amarilla
0,45,79,43,2023-01-02 17:45:04Z,amarilla
1,180,169,24,2023-03-11 06:47:12Z,roja
0,386,87,45,2023-01-13 04:36:55Z,amarilla
6,178,237,11,2023-02-22 18:55:38Z,roja
9,37,15,46,2023-04-25 08:41:03Z,verde
8,424,35,17,2023-01-13 15:34:27Z,verde
5,465,47,40,2023-02-11 19:58:16Z,verde
1,118,223,14,2023-01-20 05:15:13Z,roja
5,85,192,14,2023-01-11 16:15:03Z,roja
6,426,79,22,2023-01-20 00:50:03Z,amarilla
2,396,190,12,2023-04-07 11:20:11Z,roja
0,341,247,45,2023-01-08 17:15:01Z,roja
7,453,31,37,2023-03-26 01:14:22Z,verde
8,463,27,43,2023-04-08 20:44:41Z,verde
6,403,88,1,2023-01-30 22:04:46Z,amarilla
7,366,117,48,2023-01-09 18:16:56Z,roja
6,272,208,35,2023-01-25 22:21:15Z,roja
5,464,127,26,2023-03-22 19:16:18Z,roja
0,476,242,29,2023-04-12 19:56:24Z,roja
9,232,62,3,2023-03-05 17:06:25Z,amarilla
9,394,172,8,2023-03-06 02:26:39Z,roja
9,185,16,37,2023-03-14 02:30:18Z,verde
3,262,223,6,2023-03-15 06:30:11Z,roja
5,340,79,20,2023-03-23 07:48:57Z,amarilla
5,299,104,17,2023-04-04 03:00:54Z,roja
5,268,238,29,2023-02-17 11:08:08Z,roja
7,296,248,1,2023-01-26 09:12:28Z,roja
7,304,184,34,2023-02-01 11:21:10Z,roja
4,41,23,34,2023-01-13 20:18:48Z,verde
3,401,42,28,2023-03-31 21:34:41Z,verde
0,11,188,11,2023-03-25 05:37:46Z,roja
4,259,214,29,2023-03-03 07:17:09Z,roja
2,273,11,16,2023-03-24 17:24:35Z,verde
7,346,157,12,2023-04-14 04:04:10Z,roja
2,62,141,15,2023-01-21 10:14:24Z,roja
4,159,10,26,2023-02-15 12:51:21Z,verde
8,310,55,12,2023-01-31 10:04:05Z,amarilla
6,414,140,42,2023-02-16 13:57:20Z,roja
1,226,217,36,2023-02-09 19:30:18Z,roja
8,472,168,29,2023-04-19 04:46:19Z,roja
0,478,209,40,2023-03-05 04:16:23Z,roja
7,59,220,5,2023-03-05 03:14:33Z,roja
3,312,96,4,2023-04-04 15:46:33Z,amarilla
7,141,136,5,2023-03-05 07:20:01Z,roja
8,484,224,29,2023-04-07 15:38:05Z,roja
9,181,75,4,2023-02-23 08:34:35Z,amarilla
8,315,28,42,2023-02-20 13:54:13Z,verde
4,368,115,28,2023-01-25 20:07:54Z,roja
8,302,80,9,2023-02-21 19:56:25Z,amarilla
3,27,48,13,2023-04-24 05:02:09Z,verde
8,97,202,41,2023-04-15 04:42:27Z,roja
0,441,122,2,2023-01-29 04:03:15Z,roja
1,135,169,44,2023-04-21 21:52:51Z,roja
2,176,14,9,2023-03-13 22:45:42Z,verde
7,90,207,30,2023-04-18 00:51:05Z,roja
1,121,182,32,2023-04-29 05:46:34Z,roja
4,137,61,15,2023-01-06 13:04:29Z,amarilla
3,410,26,17,2023-02-07 00:52:58Z,verde
8,416,224,11,2023-04-24 00:30:54Z,roja
0,167,165,38,2023-03-13 22:17:01Z,roja
2,119,144,27,2023-03-19 21:45:40Z,roja
9,348,141,26,2023-04-07 14:04:58Z,roja
0,67,112,26,2023-03-07 09:54:41Z,roja
9,200,173,13,2023-02-17 08:33:08Z,roja
3,306,70,34,2023-01-10 03:39:56Z,amarilla
2,187,159,2,2023-01-15 09:21:44Z,roja
4,277,225,36,2023-03-05 05:42:25Z,roja
5,473,249,5,2023-04-13 08:45:02Z,roja
0,459,139,3,2023-02-10 05:09:46Z,roja
3,195,234,23,2023-02-12 14:26:14Z,roja
4,468,235,47,2023-04-29 12:00:58Z,roja
9,82,44,29,2023-02-26 20:27:15Z,verde
7,99,233,28,2023-02-17 22:08:34Z,roja
5,278,80,11,2023-02-15 05:37:46Z,amarilla
3,368,26,14,2023-04-01 03:32:45Z,verde
3,231,33,4,2023-02-21 03:00:49Z,verde
6,452,82,26,2023-01-30 11:13:36Z,amarilla
9,135,232,49,2023-01-13 05:58:02Z,roja
3,448,126,16,2023-02-04 18:28:45Z,roja
9,185,219,1,2023-01-29 21:01:31Z,roja
0,58,187,4,2023-02-22 01:45:50Z,roja
0,178,223,6,2023-04-18 05:23:08Z,roja
9,471,89,32,2023-01-10 00:03:00Z,amarilla
7,342,159,43,2023-01-25 08:26:58Z,roja
6,43,142,48,2023-01-14 00:47:08Z,roja
5,56,34,44,2023-04-04 22:45:46Z,verde
0,213,182,13,2023-01-06 00:01:41Z,roja
8,345,151,10,2023-01-13 20:02:12Z,roja
3,30,234,29,2023-02-07 13:27:13Z,roja
3,488,110,22,2023-04-12 22:45:06Z,roja
0,462,209,22,2023-03-10 20:51:43Z,roja
2,30,160,23,2023-02-23 16:25:13Z,roja
5,182,30,39,2023-03-19 01:04:25Z,verde
6,380,167,12,2023-04-13 00:35:21Z,roja
2,435,216,40,2023-02-14 12:03:40Z,roja
8,93,123,28,2023-04-03 05:48:39Z,roja
4,303,27,43,2023-01-25 19:23:36Z,verde
9,312,147,1,2023-04-11 15:31:22Z,roja
0,105,184,32,2023-02-04 05:21:32Z,roja
5,477,45,36,2023-03-01 07:11:16Z,verde
9,482,87,20,2023-03-31 08:08:07Z,amarilla
4,291,225,0,2023-03-07 13:08:15Z,roja
9,405,91,11,2023-01-15 04:11:11Z,amarilla
1,194,234,22,2023-04-15 11:57:24Z,roja
3,59,116,45,2023-02-27 18:36:07Z,roja
5,174,101,13,2023-03-03 06:56:55Z,roja
6,359,177,36,2023-01-12 16:38:16Z,roja
1,359,140,46,2023-01-27 16:24:33Z,roja
5,481,248,23,2023-03-15 22:41:27Z,roja
2,181,227,38,2023-04-01 15:54:28Z,roja
6,380,37,43,2023-03-11 01:14:30Z,verde
9,143,240,28,2023-03-17 01:39:33Z,roja
3,236,212,44,2023-02-23 21:42:38Z,roja
1,138,62,28,2023-03-31 09:38:12Z,amarilla
7,189,230,44,2023-01-24 01:49:47Z,roja
1,380,101,21,2023-03-23 14:18:47Z,roja
7,135,53,21,2023-01-09 07:15:54Z,amarilla
0,274,221,8,2023-03-07 17:38:47Z,roja
4,470,22,28,2023-02-09 16:01:52Z,verde
8,160,95,32,2023-03-31 00:29:31Z,amarilla
8,328,113,3,2023-03-02 01:32:08Z,roja
4,144,65,48,2023-02-28 00:32:52Z,amarilla
4,187,139,47,2023-04-16 22:38:17Z,roja
5,125,11,32,2023-01-31 04:56:20Z,verde
7,175,15,2,2023-04-04 11:29:58Z,verde
4,265,26,14,2023-03-07 04:32:28Z,verde
5,311,31,24,2023-04-10 17:19:54Z,verde
0,174,173,7,2023-04-09 04:07:46Z,roja
5,421,169,5,2023-04-24 15:46:46Z,roja
9,312,203,49,2023-02-04 15:44:38Z,roja
3,362,244,37,2023-02-17 08:20:20Z,roja
7,139,12,15,2023-03-28 18:39:08Z,verde
1,188,152,23,2023-04-12 21:26:02Z,roja
5,24,113,2,2023-01-26 06:25:25Z,roja
0,441,249,18,2023-04-27 21:56:58Z,roja
1,173,161,25,2023-04-21 11:24:53Z,roja
5,201,97,9,2023-03-23 13:22:41Z,amarilla
6,136,186,41,2023-02-27 21:29:04Z,roja
6,224,113,35,2023-03-26 07:55:01Z,roja
0,197,48,24,2023-04-04 06:21:35Z,verde
3,211,217,26,2023-01-13 00:27:23Z,roja
3,89,84,42,2023-04-27 20:02:45Z,amarilla
0,68,228,21,2023-04-28 03:13:42Z,roja
4,40,70,46,2023-01-22 05:53:33Z,amarilla
2,74,150,43,2023-04-21 06:28:33Z,roja
5,464,31,18,2023-03-21 00:17:09Z,verde
7,47,142,10,2023-01-07 16:46:50Z,roja
7,30,167,19,2023-01-15 05:55:13Z,roja
0,479,205,31,2023-04-07 13:51:15Z,roja
1,262,208,17,2023-03-27 05:45:46Z,roja
2,250,22,45,2023-02-02 21:03:13Z,verde
7,66,60,37,2023-02-19 20:11:57Z,amarilla
6,327,200,11,2023-04-02 12:41:27Z,roja
5,51,27,2,2023-04-16 07:56:12Z,verde
2,394,37,45,2023-04-25 19:50:34Z,verde
2,75,169,10,2023-01-06 03:31:31Z,roja
4,486,11,15,2023-02-13 00:51:01Z,verde
8,188,197,36,2023-04-11 12:50:35Z,roja
9,39,72,14,2023-03-22 06:47:40Z,amarilla
7,24,240,24,2023-03-19 10:49:42Z,roja
5,271,123,42,2023-02-07 07:57:39Z,roja
8,173,77,9,2023-01-10 07:34:13Z,amarilla
5,25,34,14,2023-02-13 20:22:44Z,verde
3,457,137,15,2023-04-09 22:28:41Z,roja
9,79,60,39,2023-02-24 09:29:07Z,amarilla
4,488,64,39,2023-01-04 21:03:16Z,amarilla
8,264,53,25,2023-04-02 11:35:43Z,amarilla
9,198,152,6,2023-03-09 10:58:14Z,roja
0,420,65,16,2023-01-06 22:31:38Z,amarilla
8,483,46,7,2023-04-23 14:58:30Z,verde
0,302,158,1,2023-04-17 08:36:17Z,roja
0,402,43,31,2023-02-22 10:38:12Z,verde
5,70,225,23,2023-02-19 11:20:14Z,roja
5,210,25,47,2023-01-03 01:08:01Z,verde
0,307,104,36,2023-02-07 04:31:51Z,roja
2,31,174,7,2023-02-21 22:06:56Z,roja
7,59,247,18,2023-02-27 10:34:03Z,roja
4,345,147,0,2023-03-23 04:08:42Z,roja
1,266,122,36,2023-04-14 14:10:54Z,roja
4,473,76,28,2023-04-22 16:04:16Z,amarilla
5,417,189,43,2023-02-21 06:53:48Z,roja
3,230,61,5,2023-03-31 13:56:52Z,amarilla
4,322,178,49,2023-01-14 05:24:38Z,roja
8,14,113,5,2023-04-29 04:52:01Z,roja
5,390,209,39,2023-04-08 22:28:19Z,roja
8,351,231,2,2023-02-23 04:38:23Z,roja
2,70,108,33,2023-03-17 13:44:00Z,roja
1,266,10,32,2023-02-09 10:25:09Z,verde
4,94,106,46,2023-04-24 17:41:22Z,roja
3,249,94,23,2023-01-18 07:53:34Z,amarilla
0,395,100,17,2023-04-04 19:11:56Z,amarilla
4,260,215,27,2023-03-25 14:58:18Z,roja
2,449,153,39,2023-04-11 07:05:15Z,roja
0,346,239,11,2023-03-13 22:49:10Z,roja
3,139,85,15,2023-03-12 14:15:34Z,amarilla
6,64,108,37,2023-04-29 00:52:51Z,roja
1,383,45,26,2023-02-27 00:00:27Z,verde
3,267,55,12,2023-03-05 16:26:58Z,amarilla
9,499,41,22,2023-04-12 22:49:16Z,verde
5,159,234,47,2023-01-10 03:13:34Z,roja
4,143,91,29,2023-03-31 11:10:24Z,amarilla
5,208,95,24,2023-01-05 04:01:36Z,amarilla
2,237,195,44,2023-03-10 14:17:45Z,roja
3,351,55,0,2023-02-01 05:20:06Z,amarilla
8,223,76,31,2023-03-11 03:03:32Z,amarilla
5,302,195,35,2023-04-13 21:31:06Z,roja
4,359,27,0,2023-01-05 21:46:16Z,verde
6,171,224,15,2023-04-23 01:09:42Z,roja
3,330,41,8,2023-03-06 08:25:33Z,verde
8,437,227,37,2023-03-10 02:07:44Z,roja
7,285,238,30,2023-03-07 22:27:56Z,roja
9,45,240,8,2023-04-13 08:24:49Z,roja
1,361,71,24,2023-01-24 11:03:34Z,amarilla
6,151,80,8,2023-04-22 19:27:06Z,amarilla
5,379,239,20,2023-02-18 05:43:19Z,roja
4,77,14,2,2023-01-08 18:57:53Z,verde
1,264,231,2,2023-03-24 10:34:21Z,roja
5,201,123,27,2023-04-02 02:47:50Z,roja
7,500,171,43,2023-04-17 17:40:08Z,roja
8,378,73,23,2023-02-11 12:17:44Z,amarilla
3,240,17,26,2023-03-02 00:51:05Z,verde
7,89,118,15,2023-04-09 12:47:40Z,roja
8,36,100,2,2023-02-05 17:14:32Z,amarilla
1,409,184,17,2023-02-14 06:39:15Z,roja
9,269,108,39,2023-01-05 16:43:55Z,roja
3,464,105,24,2023-02-25 16:07:49Z,roja
0,483,250,12,2023-02-26 04:31:01Z,roja
2,307,175,45,2023-03-02 16:30:48Z,roja
3,210,16,20,2023-04-14 18:55:08Z,verde
6,127,69,31,2023-04-04 06:32:23Z,amarilla
6,57,228,45,2023-03-07 05:23:18Z,roja
3,144,193,28,2023-01-08 07:42:04Z,roja
5,394,51,45,2023-04-15 21:15:16Z,amarilla
5,269,233,39,2023-04-25 06:42:43Z,roja
2,461,214,46,2023-01-26 04:13:39Z,roja
0,433,119,40,2023-03-17 07:27:03Z,roja
0,128,181,38,2023-02-01 08:27:21Z,roja
0,438,205,37,2023-04-24 16:02:03Z,roja
7,125,46,0,2023-01-18 14:22:15Z,verde
0,70,194,9,2023-02-22 21:50:12Z,roja
1,192,106,1,2023-04-16 08:44:00Z,roja
3,412,187,45,2023-01-29 05:48:57Z,roja
7,156,113,40,2023-04-03 06:05:11Z,roja
3,107,135,2,2023-01-14 17:58:30Z,roja
8,276,190,43,2023-03-04 16:37:23Z,roja
5,331,174,24,2023-01-10 14:27:53Z,roja
9,135,70,16,2023-01-24 02:04:58Z,amarilla
3,266,148,34,2023-04-18 17:22:33Z,roja
9,458,27,38,2023-03-16 15:22:03Z,verde
9,390,187,6,2023-01-24 12:30:18Z,roja
5,192,117,7,2023-02-17 16:41:31Z,roja
8,23,18,30,2023-02-19 11:23:36Z,verde
9,358,44,0,2023-04-04 13:49:03Z,verde
5,106,138,12,2023-02-25 06:39:21Z,roja
5,438,115,39,2023-03-12 02:00:54Z,roja
4,359,238,45,2023-02-16 21:07:41Z,roja
1,39,116,10,2023-01-20 00:07:55Z,roja
0,149,183,37,2023-04-29 22:42:02Z,roja
7,284,120,13,2023-03-08 20:43:13Z,roja
2,134,149,21,2023-02-15 22:57:47Z,roja
8,278,226,45,2023-03-16 21:08:57Z,roja
3,457,103,30,2023-04-17 11:13:12Z,roja
8,497,133,45,2023-03-10 13:44:03Z,roja
9,72,176,19,2023-03-18 06:47:05Z,roja
9,75,32,22,2023-04-01 01:29:33Z,verde
3,127,133,6,2023-03-27 08:32:13Z,roja
2,363,198,18,2023-03-02 19:56:23Z,roja
5,35,169,23,2023-01-17 19:40:33Z,roja
2,177,22,21,2023-03-02 12:26:31Z,verde
7,78,185,22,2023-02-16 12:38:36Z,roja
0,480,107,41,2023-01-31 05:41:31Z,roja
8,156,73,2,2023-01-10 07:23:55Z,amarilla
5,202,250,24,2023-03-22 10:07:53Z,roja
0,70,168,27,2023-03-22 06:13:49Z,roja
1,89,205,1,2023-02-09 11:18:12Z,roja
2,242,95,38,2023-04-02 12:14:24Z,amarilla
0,252,53,46,2023-03-03 15:06:42Z,amarilla
1,143,24,10,2023-03-18 03:37:35Z,verde
7,58,68,26,2023-04-18 12:40:35Z,amarilla
3,468,106,35,2023-02-17 22:37:06Z,roja
2,318,68,42,2023-03-07 20:06:45Z,amarilla
4,181,216,31,2023-04-28 17:33:01Z,roja
0,217,185,27,2023-04-21 16:38:56Z,roja
1,467,18,16,2023-01-08 22:46:29Z,verde
2,31,166,11,2023-04-01 22:51:32Z,roja
8,342,216,3,2023-04-28 22:21:06Z,roja
9,148,132,18,2023-03-21 16:34:13Z,roja
7,438,89,21,2023-03-25 22:39:05Z,amarilla
5,17,129,7,2023-04-27 00:47:07Z,roja
0,424,174,19,2023-02-16 07:10:57Z,roja
0,41,215,16,2023-03-07 06:23:26Z,roja
0,435,147,43,2023-03-03 16:33:25Z,roja
5,344,75,35,2023-02-06 13:20:53Z,amarilla
2,310,241,38,2023-03-20 10:31:43Z,roja
9,183,68,39,2023-03-03 18:26:23Z,amarilla
2,424,147,5,2023-04-10 22:46:05Z,roja
0,238,80,45,2023-03-31 01:07:52Z,amarilla
8,300,73,7,2023-03-04 01:31:27Z,amarilla
3,18,61,11,2023-03-08 14:33:55Z,amarilla
8,71,136,21,2023-03-14 01:21:16Z,roja
2,29,40,34,2023-03-23 10:41:33Z,verde
4,212,203,20,2023-03-03 11:29:19Z,roja
2,292,107,30,2023-01-13 11:27:05Z,roja
3,104,123,23,2023-04-14 21:06:13Z,roja
1,458,174,39,2023-01-24 12:50:45Z,roja
1,80,237,4,2023-01-09 08:13:06Z,roja
1,128,24,22,2023-01-06 14:32:13Z,verde
1,451,42,25,2023-02-07 06:53:14Z,verde
6,210,177,45,2023-04-04 20:43:58Z,roja
5,318,28,39,2023-03-30 11:12:13Z,verde
2,257,199,41,2023-03-07 01:55:11Z,roja
6,13,228,7,2023-01-16 19:39:28Z,roja
1,142,226,48,2023-03-03 12:23:02Z,roja
1,174,52,8,2023-04-25 07:40:02Z,amarilla
1,361,90,1,2023-03-13 09:20:32Z,amarilla
4,113,43,34,2023-03-11 12:23:47Z,verde
3,82,148,14,2023-04-25 20:20:46Z,roja
4,472,178,27,2023-02-27 21:58:41Z,roja
2,460,39,35,2023-02-04 17:08:38Z,verde
8,166,205,31,2023-02-07 09:25:11Z,roja
5,476,21,29,2023-01-05 01:26:47Z,verde
5,349,31,5,2023-02-01 14:35:37Z,verde
4,27,107,7,2023-04-12 14:33:15Z,roja
0,160,195,10,2023-03-25 16:04:12Z,roja
2,210,109,36,2023-01-25 04:48:35Z,roja
4,492,59,14,2023-04-14 04:47:13Z,amarilla
9,356,87,34,2023-01-07 21:51:32Z,amarilla
2,161,131,41,2023-01-16 10:23:25Z,roja
4,129,243,16,2023-02-19 19:51:24Z,roja
8,128,142,21,2023-03-02 02:53:43Z,roja
4,73,144,0,2023-01-07 02:20:49Z,roja
0,236,108,34,2023-03-27 11:00:40Z,roja
3,500,213,17,2023-03-24 21:15:31Z,roja
4,214,232,25,2023-02-18 18:45:03Z,roja
9,432,232,44,2023-04-06 09:24:42Z,roja
9,340,229,40,2023-03-25 09:24:33Z,roja
8,473,201,35,2023-01-25 02:12:53Z,roja
2,393,153,36,2023-04-05 03:50:07Z,roja
1,434,17,48,2023-03-13 02:22:37Z,verde
5,26,198,8,2023-01-12 04:18:30Z,roja
4,236,144,9,2023-04-25 13:16:42Z,roja
3,455,135,16,2023-01-29 11:05:31Z,roja
7,482,53,1,2023-03-17 01:37:47Z,amarilla
7,311,54,7,2023-02-18 03:45:21Z,amarilla
2,478,213,16,2023-04-01 22:48:24Z,roja
5,378,147,31,2023-04-20 22:13:04Z,roja
3,295,149,5,2023-01-11 02:55:44Z,roja
0,398,170,43,2023-02-07 06:39:58Z,roja
9,347,203,17,2023-04-02 05:47:07Z,roja
7,412,212,29,2023-03-19 20:42:28Z,roja
0,404,119,35,2023-01-09 15:56:24Z,roja
7,56,102,35,2023-03-28 07:41:55Z,roja
2,415,218,7,2023-03-28 14:45:15Z,roja
8,152,113,22,2023-01-09 03:09:10Z,roja
2,396,220,38,2023-04-22 03:23:45Z,roja
7,415,123,31,2023-04-18 21:18:38Z,roja
6,351,221,32,2023-02-03 05:32:46Z,roja
9,392,27,19,2023-04-24 15:34:50Z,verde
6,37,190,9,2023-02-21 06:13:51Z,roja
0,153,27,3,2023-02-05 20:08:13Z,verde
5,228,200,35,2023-03-03 22:36:03Z,roja
3,84,226,45,2023-01-13 19:16:32Z,roja
3,286,69,26,2023-04-16 09:41:41Z,amarilla
2,308,61,10,2023-03-26 17:14:14Z,amarilla
6,172,141,9,2023-02-16 18:18:56Z,roja
2,230,178,14,2023-04-27 02:13:21Z,roja
2,60,155,9,2023-04-16 02:30:18Z,roja
7,227,32,40,2023-03-26 00:53:23Z,verde
4,163,131,15,2023-02-19 18:09:01Z,roja
0,247,145,7,2023-01-24 21:11:25Z,roja
1,226,144,49,2023-01-21 08:12:27Z,roja
1,484,174,17,2023-03-11 16:43:08Z,roja
5,34,86,31,2023-03-08 18:58:12Z,amarilla
8,78,190,35,2023-02-21 14:45:47Z,roja
7,236,168,10,2023-04-12 07:28:41Z,roja
1,251,235,6,2023-03-05 19:22:28Z,roja
3,74,77,42,2023-04-16 06:06:21Z,amarilla
7,371,16,16,2023-02-11 22:38:42Z,verde
5,387,45,44,2023-02-07 01:56:25Z,verde
7,40,224,3,2023-01-02 10:11:34Z,roja
9,39,17,26,2023-01-26 11:23:48Z,verde
3,61,80,34,2023-04-28 22:02:24Z,amarilla
5,212,157,13,2023-02-02 22:12:30Z,roja
5,110,80,9,2023-04-03 20:27:01Z,amarilla
3,330,224,48,2023-02-07 10:13:32Z,roja
1,77,193,16,2023-04-21 04:25:36Z,roja
9,421,68,13,2023-04-05 04:09:55Z,amarilla
0,330,14,23,2023-02-06 15:43:17Z,verde
9,216,82,40,2023-02-23 21:15:34Z,amarilla
5,338,65,40,2023-01-07 15:02:22Z,amarilla
3,378,111,37,2023-02-25 20:45:51Z,roja
0,358,213,43,2023-04-27 17:12:40Z,roja
2,11,147,31,2023-03-02 13:04:14Z,roja
2,271,60,20,2023-03-24 11:20:47Z,amarilla
0,148,72,24,2023-01-22 15:17:10Z,amarilla
1,100,139,15,2023-04-10 09:10:47Z,roja
5,475,156,23,2023-03-11 01:43:20Z,roja
2,249,202,38,2023-01-03 10:22:56Z,roja
3,393,228,24,2023-02-16 14:55:37Z,roja
7,310,93,27,2023-03-24 02:14:25Z,amarilla
7,461,83,29,2023-01-09 09:43:24Z,amarilla
2,260,79,31,2023-01-13 15:04:24Z,amarilla
1,271,196,5,2023-02-26 17:16:42Z,roja
7,269,50,27,2023-04-06 13:31:53Z,amarilla
4,489,56,27,2023-01-09 00:33:20Z,amarilla
0,320,92,1,2023-04-24 21:58:08Z,amarilla
3,492,38,22,2023-03-06 20:29:51Z,verde
4,63,140,42,2023-04-19 15:15:09Z,roja
5,323,37,40,2023-04-03 14:36:54Z,verde
9,71,121,4,2023-03-14 10:41:50Z,roja
1,176,69,33,2023-01-13 00:17:52Z,amarilla
8,212,212,3,2023-03-27 02:51:15Z,roja
8,180,13,46,2023-04-08 01:46:26Z,verde
2,155,81,39,2023-01-13 12:35:36Z,amarilla
4,481,56,46,2023-03-06 17:35:57Z,amarilla
2,404,119,25,2023-01-20 04:13:05Z,roja
1,183,97,13,2023-04-22 22:20:38Z,amarilla
1,321,216,42,2023-04-16 12:01:50Z,roja
2,319,179,29,2023-03-13 08:24:23Z,roja
5,422,225,27,2023-02-01 18:35:37Z,roja
9,88,109,16,2023-02-08 06:40:04Z,roja
5,142,107,10,2023-02-11 09:57:14Z,roja
5,298,129,12,2023-02-10 06:12:14Z,roja
8,66,39,20,2023-02-02 01:06:42Z,verde
4,253,63,11,2023-01-07 11:12:39Z,amarilla
0,34,54,33,2023-01-10 22:23:50Z,amarilla
4,122,222,23,2023-04-22 02:54:07Z,roja
0,27,31,7,2023-01-13 05:42:01Z,verde
6,91,75,8,2023-03-13 22:08:18Z,amarilla
5,277,147,28,2023-03-11 12:05:43Z,roja
9,248,74,19,2023-04-20 20:10:07Z,amarilla
0,249,217,45,2023-04-01 12:55:58Z,roja
4,131,199,35,2023-03-05 14:10:55Z,roja
6,227,123,21,2023-01-26 01:15:07Z,roja
6,104,180,46,2023-03-23 18:32:47Z,roja
0,383,57,40,2023-01-27 07:30:56Z,amarilla
4,427,193,7,2023-02-09 07:52:42Z,roja
9,326,16,33,2023-03-13 22:23:22Z,verde
6,125,40,22,2023-02-18 19:54:35Z,verde
7,397,123,2,2023-03-06 10:13:54Z,roja
3,24,143,24,2023-03-08 17:32:33Z,roja
5,145,202,6,2023-04-16 21:02:46Z,roja
3,405,13,15,2023-03-07 10:54:08Z,verde
3,500,84,26,2023-04-19 06:11:03Z,amarilla
2,282,15,27,2023-02-18 13:18:51Z,verde
1,290,138,22,2023-01-31 04:06:37Z,roja
6,481,31,3,2023-02-13 00:44:35Z,verde
3,317,45,0,2023-04-28 00:20:48Z,verde
8,452,62,20,2023-02-25 00:58:55Z,amarilla
8,123,149,9,2023-02-10 05:18:06Z,roja
0,244,210,48,2023-01-30 04:04:17Z,roja
5,179,22,0,2023-04-23 12:42:36Z,verde
9,116,97,16,2023-04-05 16:06:30Z,amarilla
